Log-ratio,p-value,minFDR,Nitab v4.5 Gene,Gene,Measure,Description
1.658207893,3.85565E-05,0.000591827,Nitab4.5_0001194g0100,Nitab4.5_0001194g0100,Nitab4.5_0001194g0100,Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
1.654297948,0.001994097,0.009725161,Nitab4.5_0001496g0030,Nitab4.5_0001496g0030,Nitab4.5_0001496g0030,Unknown
1.652343035,1.86516E-05,0.000381604,Nitab4.5_0000844g0010,Nitab4.5_0000844g0010,Nitab4.5_0000844g0010,PPPDE putative peptidase domain
1.651926875,0.000204069,0.001810399,Nitab4.5_0000956g0080,Nitab4.5_0000956g0080,Nitab4.5_0000956g0080,Plant disease resistance response protein
1.65010941,7.10306E-05,0.000882542,Nitab4.5_0001467g0140,Nitab4.5_0001467g0140,Nitab4.5_0001467g0140,Auxin efflux carrier
1.649984837,3.01097E-08,1.83172E-05,Nitab4.5_0008782g0020,Nitab4.5_0008782g0020,Nitab4.5_0008782g0020,Cold acclimation WCOR413
1.649578631,0.000305509,0.002409127,Nitab4.5_0000866g0010,Nitab4.5_0000866g0010,Nitab4.5_0000866g0010,Unknown
1.648296356,2.199E-05,0.000422654,Nitab4.5_0001833g0090,Nitab4.5_0001833g0090,Nitab4.5_0001833g0090,Epoxide hydrolase-like
1.647430658,4.0351E-06,0.000157128,Nitab4.5_0000142g0090,Nitab4.5_0000142g0090,Nitab4.5_0000142g0090,P-loop containing nucleoside triphosphate hydrolase
1.646895885,7.85551E-07,6.78512E-05,Nitab4.5_0002053g0030,Nitab4.5_0002053g0030,Nitab4.5_0002053g0030,3-Oxoacyl-[acyl-carrier-protein (ACP)] synthase III C-terminal
1.645727158,1.68172E-05,0.000359636,Nitab4.5_0002916g0060,Nitab4.5_0002916g0060,Nitab4.5_0002916g0060,Non-haem dioxygenase N-terminal domain
1.645609856,7.37297E-06,0.000226149,Nitab4.5_0004646g0060,Nitab4.5_0004646g0060,Nitab4.5_0004646g0060,Transcription factor GRAS
1.643172741,4.80762E-07,5.40385E-05,Nitab4.5_0002311g0020,Nitab4.5_0002311g0020,Nitab4.5_0002311g0020,Protein of unknown function DUF760
1.640730739,0.00036551,0.002740663,Nitab4.5_0002950g0060,Nitab4.5_0002950g0060,Nitab4.5_0002950g0060,Gibberellin regulated protein
1.640697479,9.88956E-05,0.001095314,Nitab4.5_0001922g0060,Nitab4.5_0001922g0060,Nitab4.5_0001922g0060,Redoxin
1.640067101,6.6984E-08,2.4018E-05,Nitab4.5_0005525g0050,Nitab4.5_0005525g0050,Nitab4.5_0005525g0050,NAD-dependent epimerase/dehydratase
1.63969171,0.026123514,0.076422472,Nitab4.5_0000250g0240,Nitab4.5_0000250g0240,Nitab4.5_0000250g0240,Ribulose bisphosphate carboxylase
1.639447808,0.000127202,0.00130543,Nitab4.5_0000498g0080,Nitab4.5_0000498g0080,Nitab4.5_0000498g0080,Unknown
1.636722565,3.46821E-07,4.57953E-05,Nitab4.5_0000046g0200,Nitab4.5_0000046g0200,Nitab4.5_0000046g0200,Plant lipid transfer protein/Par allergen
1.635977507,0.002905724,0.013008371,Nitab4.5_0001439g0090,Nitab4.5_0001439g0090,Nitab4.5_0001439g0090,Unknown
1.635224223,0.022019625,0.066303412,Nitab4.5_0000869g0170,Nitab4.5_0000869g0170,Nitab4.5_0000869g0170,Amino acid/polyamine transporter I
1.633155823,7.55518E-05,0.000913696,Nitab4.5_0000767g0090,Nitab4.5_0000767g0090,Nitab4.5_0000767g0090,t-SNARE
1.630966187,4.2918E-06,0.000162012,Nitab4.5_0000662g0120,Nitab4.5_0000662g0120,Nitab4.5_0000662g0120,NAC domain
1.626095176,0.002912343,0.013028148,Nitab4.5_0003590g0060,Nitab4.5_0003590g0060,Nitab4.5_0003590g0060,Unknown
1.625070572,1.1237E-06,8.1788E-05,Nitab4.5_0000143g0170,Nitab4.5_0000143g0170,Nitab4.5_0000143g0170,Unknown
1.623838902,0.000275867,0.00223303,Nitab4.5_0002700g0120,Nitab4.5_0002700g0120,Nitab4.5_0002700g0120,DnaJ domain
1.623384476,4.67998E-07,5.29389E-05,Nitab4.5_0000358g0150,Nitab4.5_0000358g0150,Nitab4.5_0000358g0150,Unknown
1.621852398,1.64798E-08,1.44561E-05,Nitab4.5_0000080g0340,Nitab4.5_0000080g0340,Nitab4.5_0000080g0340,Calreticulin/calnexin
1.620720267,7.34959E-05,0.000896729,Nitab4.5_0000638g0170,Nitab4.5_0000638g0170,Nitab4.5_0000638g0170,O-acyltransferase
1.615573406,7.32716E-07,6.57205E-05,Nitab4.5_0000003g0890,Nitab4.5_0000003g0890,Nitab4.5_0000003g0890,Protein kinase-like domain
1.615446389,2.73547E-05,0.000476747,Nitab4.5_0001922g0090,Nitab4.5_0001922g0090,Nitab4.5_0001922g0090,Unknown
1.611801147,3.53932E-05,0.000560177,Nitab4.5_0000614g0100,Nitab4.5_0000614g0100,Nitab4.5_0000614g0100,PPPDE putative peptidase domain
1.609004855,0.005896043,0.022795424,Nitab4.5_0001295g0080,Nitab4.5_0001295g0080,Nitab4.5_0001295g0080,Unknown
1.606463671,2.22594E-06,0.000115759,Nitab4.5_0000407g0080,Nitab4.5_0000407g0080,Nitab4.5_0000407g0080,UDP-glucuronosyl/UDP-glucosyltransferase
1.606190085,0.00387966,0.016346717,Nitab4.5_0001110g0010,Nitab4.5_0001110g0010,Nitab4.5_0001110g0010,Unknown
1.60427928,8.50498E-06,0.000246201,Nitab4.5_0000549g0010,Nitab4.5_0000549g0010,Nitab4.5_0000549g0010,CCAAT-binding transcription factor
1.603388786,1.85168E-05,0.000380392,Nitab4.5_0000508g0130,Nitab4.5_0000508g0130,Nitab4.5_0000508g0130,DNA-binding WRKY
1.603018284,8.08465E-07,6.82087E-05,Nitab4.5_0000733g0190,Nitab4.5_0000733g0190,Nitab4.5_0000733g0190,Remorin
1.602263927,3.35335E-06,0.000143337,Nitab4.5_0002337g0130,Nitab4.5_0002337g0130,Nitab4.5_0002337g0130,Nicotinamide N-methyltransferase-like
1.601959705,1.49042E-05,0.00033569,Nitab4.5_0002470g0010,Nitab4.5_0002470g0010,Nitab4.5_0002470g0010,HSP20-like chaperone
1.600892305,1.75474E-07,3.6077E-05,Nitab4.5_0000338g0250,Nitab4.5_0000338g0250,Nitab4.5_0000338g0250,Protein kinase domain
1.598100662,0.010397147,0.035840088,Nitab4.5_0001972g0010,Nitab4.5_0001972g0010,Nitab4.5_0001972g0010,Aux/IAA-ARF-dimerisation
1.595882058,3.29624E-05,0.000535064,Nitab4.5_0001998g0050,Nitab4.5_0001998g0050,Nitab4.5_0001998g0050,Unknown
1.594497025,1.17456E-05,0.000292355,Nitab4.5_0001318g0050,Nitab4.5_0001318g0050,Nitab4.5_0001318g0050,Alpha crystallin/Hsp20 domain
1.592877865,4.19052E-05,0.000626708,Nitab4.5_0001210g0030,Nitab4.5_0001210g0030,Nitab4.5_0001210g0030,Unknown
1.589934349,5.51731E-06,0.000188613,Nitab4.5_0000614g0090,Nitab4.5_0000614g0090,Nitab4.5_0000614g0090,Leucine-rich repeat
1.589395761,6.78776E-05,0.000855551,Nitab4.5_0000828g0010,Nitab4.5_0000828g0010,Nitab4.5_0000828g0010,Proton-dependent oligopeptide transporter family
1.58856225,4.57819E-05,0.000661296,Nitab4.5_0000624g0040,Nitab4.5_0000624g0040,Nitab4.5_0000624g0040,Nodulin-like
1.588228703,9.31321E-07,7.38384E-05,Nitab4.5_0000512g0110,Nitab4.5_0000512g0110,Nitab4.5_0000512g0110,Zinc finger
1.586648464,0.000129995,0.00132414,Nitab4.5_0003291g0010,Nitab4.5_0003291g0010,Nitab4.5_0003291g0010,Transcription factor TCP subgroup
1.585431874,0.000336486,0.002578562,Nitab4.5_0002533g0030,Nitab4.5_0002533g0030,Nitab4.5_0002533g0030,Alternative oxidase
1.583965302,5.53545E-08,2.31723E-05,Nitab4.5_0001214g0030,Nitab4.5_0001214g0030,Nitab4.5_0001214g0030,Uncharacterised protein family UPF0114
1.58299613,5.32713E-07,5.76873E-05,Nitab4.5_0000073g0370,Nitab4.5_0000073g0370,Nitab4.5_0000073g0370,Chaperonin Cpn10
1.582955837,1.52862E-07,3.46335E-05,Nitab4.5_0003737g0010,Nitab4.5_0003737g0010,Nitab4.5_0003737g0010,Mitochodrial transcription termination factor-related
1.58240962,0.000177005,0.001640274,Nitab4.5_0000107g0120,Nitab4.5_0000107g0120,Nitab4.5_0000107g0120,Winged helix-turn-helix DNA-binding domain
1.581343174,0.000433501,0.003092491,Nitab4.5_0004624g0020,Nitab4.5_0004624g0020,Nitab4.5_0004624g0020,Unknown
1.580209732,2.47463E-05,0.000456119,Nitab4.5_0000040g0110,Nitab4.5_0000040g0110,Nitab4.5_0000040g0110,NAC domain
1.575662851,7.96587E-07,6.78512E-05,Nitab4.5_0000222g0350,Nitab4.5_0000222g0350,Nitab4.5_0000222g0350,Unknown
1.570286989,5.87187E-05,0.000776886,Nitab4.5_0001727g0170,Nitab4.5_0001727g0170,Nitab4.5_0001727g0170,Oxoglutarate/iron-dependent dioxygenase
1.570067316,4.04509E-05,0.000612175,Nitab4.5_0001842g0060,Nitab4.5_0001842g0060,Nitab4.5_0001842g0060,AMP-dependent synthetase/ligase
1.568113089,0.002465288,0.01148237,Nitab4.5_0001925g0240,Nitab4.5_0001925g0240,Nitab4.5_0001925g0240,Unknown
1.563937068,2.17266E-05,0.000419179,Nitab4.5_0000752g0030,Nitab4.5_0000752g0030,Nitab4.5_0000752g0030,GNAT domain
1.563894033,3.715E-05,0.000576227,Nitab4.5_0002403g0070,Nitab4.5_0002403g0070,Nitab4.5_0002403g0070,Bicarbonate transporter
1.561531305,1.332E-07,3.2855E-05,Nitab4.5_0004332g0030,Nitab4.5_0004332g0030,Nitab4.5_0004332g0030,Multi antimicrobial extrusion protein
1.559386253,0.007822239,0.028540123,Nitab4.5_0002402g0020,Nitab4.5_0002402g0020,Nitab4.5_0002402g0020,Unknown
1.558602124,0.016230536,0.051661654,Nitab4.5_0004668g0080,Nitab4.5_0004668g0080,Nitab4.5_0004668g0080,Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
1.557543755,4.71284E-05,0.000673894,Nitab4.5_0001477g0180,Nitab4.5_0001477g0180,Nitab4.5_0001477g0180,Leucine-rich repeat
1.555941582,6.11851E-05,0.000799277,Nitab4.5_0000605g0060,Nitab4.5_0000605g0060,Nitab4.5_0000605g0060,Transcription factor TGA like domain
1.554869652,4.12469E-09,1.11816E-05,Nitab4.5_0000451g0170,Nitab4.5_0000451g0170,Nitab4.5_0000451g0170,GroEL-like equatorial domain
1.548178196,1.59188E-05,0.000347559,Nitab4.5_0001551g0070,Nitab4.5_0001551g0070,Nitab4.5_0001551g0070,Unknown
1.548089981,9.63455E-06,0.000262431,Nitab4.5_0004692g0020,Nitab4.5_0004692g0020,Nitab4.5_0004692g0020,Zinc finger
1.545084953,3.90717E-06,0.000154013,Nitab4.5_0004743g0040,Nitab4.5_0004743g0040,Nitab4.5_0004743g0040,Chlorophyllase
1.542406321,3.81703E-06,0.000152334,Nitab4.5_0000003g0270,Nitab4.5_0000003g0270,Nitab4.5_0000003g0270,Lipase
1.540437937,0.001031684,0.005900869,Nitab4.5_0000525g0060,Nitab4.5_0000525g0060,Nitab4.5_0000525g0060,Protein kinase-like domain
1.540366769,8.75813E-07,7.13816E-05,Nitab4.5_0002909g0010,Nitab4.5_0002909g0010,Nitab4.5_0002909g0010,Protein kinase-like domain
1.538856387,3.3535E-06,0.000143337,Nitab4.5_0000178g0060,Nitab4.5_0000178g0060,Nitab4.5_0000178g0060,Nrap protein
1.538476601,0.001647648,0.00840362,Nitab4.5_0000193g0040,Nitab4.5_0000193g0040,Nitab4.5_0000193g0040,Unknown
1.537819386,0.000169232,0.001590616,Nitab4.5_0002827g0030,Nitab4.5_0002827g0030,Nitab4.5_0002827g0030,Unknown
1.536843538,0.000315333,0.002459915,Nitab4.5_0000116g0330,Nitab4.5_0000116g0330,Nitab4.5_0000116g0330,AP2/ERF domain
1.536375046,2.67643E-06,0.000128639,Nitab4.5_0001892g0090,Nitab4.5_0001892g0090,Nitab4.5_0001892g0090,Ubiquitin-conjugating enzyme
1.535732746,1.20913E-08,1.32291E-05,Nitab4.5_0000188g0340,Nitab4.5_0000188g0340,Nitab4.5_0000188g0340,Glycoside hydrolase
1.535005569,1.57025E-05,0.000345561,Nitab4.5_0000362g0170,Nitab4.5_0000362g0170,Nitab4.5_0000362g0170,Ribosomal protein L7Ae/L30e/S12e/Gadd45
1.534623146,0.000506821,0.003463214,Nitab4.5_0000238g0090,Nitab4.5_0000238g0090,Nitab4.5_0000238g0090,Uncharacterised protein family Cys-rich
1.534276009,1.30615E-06,8.68786E-05,Nitab4.5_0000808g0060,Nitab4.5_0000808g0060,Nitab4.5_0000808g0060,Unknown
1.534067869,0.002163124,0.010354717,Nitab4.5_0000028g0300,Nitab4.5_0000028g0300,Nitab4.5_0000028g0300,Unknown
1.533318579,0.000201556,0.001796051,Nitab4.5_0001239g0170,Nitab4.5_0001239g0170,Nitab4.5_0001239g0170,ATPase
1.532381058,3.42611E-07,4.5779E-05,Nitab4.5_0002335g0040,Nitab4.5_0002335g0040,Nitab4.5_0002335g0040,Phox/Bem1p
1.531971335,0.002415431,0.011302027,Nitab4.5_0001199g0110,Nitab4.5_0001199g0110,Nitab4.5_0001199g0110,Protein of unknown function DUF1313
1.530807257,7.21454E-06,0.000223998,Nitab4.5_0000525g0050,Nitab4.5_0000525g0050,Nitab4.5_0000525g0050,LysM domain
1.529968262,0.000139878,0.001391302,Nitab4.5_0001951g0090,Nitab4.5_0001951g0090,Nitab4.5_0001951g0090,AMP-binding enzyme C-terminal domain
1.529737949,3.51042E-08,1.91826E-05,Nitab4.5_0001142g0030,Nitab4.5_0001142g0030,Nitab4.5_0001142g0030,Haem peroxidase
1.52876997,0.00546229,0.021431025,Nitab4.5_0000263g0190,Nitab4.5_0000263g0190,Nitab4.5_0000263g0190,Plant peroxidase
1.526805639,1.553E-05,0.000344542,Nitab4.5_0000108g0090,Nitab4.5_0000108g0090,Nitab4.5_0000108g0090,Serine/threonine-protein kinase
1.526723385,3.74831E-08,1.97186E-05,Nitab4.5_0002204g0060,Nitab4.5_0002204g0060,Nitab4.5_0002204g0060,Aspartate/other aminotransferase
1.524761185,0.000406168,0.002956128,Nitab4.5_0000898g0170,Nitab4.5_0000898g0170,Nitab4.5_0000898g0170,AP2/ERF domain
1.524207592,4.4174E-06,0.000164986,Nitab4.5_0000302g0150,Nitab4.5_0000302g0150,Nitab4.5_0000302g0150,Isopenicillin N synthase-like
1.522779942,2.54284E-05,0.00045964,Nitab4.5_0001127g0300,Nitab4.5_0001127g0300,Nitab4.5_0001127g0300,Photosystem II cytochrome b559
1.51560545,9.75346E-08,2.93672E-05,Nitab4.5_0000516g0130,Nitab4.5_0000516g0130,Nitab4.5_0000516g0130,Dormancyauxin associated
1.51336354,0.001712631,0.008662906,Nitab4.5_0000103g0130,Nitab4.5_0000103g0130,Nitab4.5_0000103g0130,Manganese/iron superoxide dismutase
1.508491427,0.000830682,0.005026407,Nitab4.5_0001225g0100,Nitab4.5_0001225g0100,Nitab4.5_0001225g0100,Alpha/beta hydrolase fold-1
1.5075562,5.69099E-05,0.000765062,Nitab4.5_0000026g0060,Nitab4.5_0000026g0060,Nitab4.5_0000026g0060,Nucleosome assembly protein (NAP)
1.50675093,8.0977E-05,0.000955238,Nitab4.5_0000110g0040,Nitab4.5_0000110g0040,Nitab4.5_0000110g0040,Uncharacterised protein family UPF0114
1.506677985,2.50111E-05,0.000456125,Nitab4.5_0000178g0280,Nitab4.5_0000178g0280,Nitab4.5_0000178g0280,Unknown
1.505997896,5.49188E-06,0.000187925,Nitab4.5_0000212g0240,Nitab4.5_0000212g0240,Nitab4.5_0000212g0240,RNA recognition motif domain
1.502119064,0.00853203,0.030617213,Nitab4.5_0000060g0060,Nitab4.5_0000060g0060,Nitab4.5_0000060g0060,Reverse transcriptase zinc-binding domain
1.50199914,7.05397E-05,0.000879406,Nitab4.5_0002545g0080,Nitab4.5_0002545g0080,Nitab4.5_0002545g0080,Unknown
1.499441385,2.12319E-05,0.000412463,Nitab4.5_0000191g0030,Nitab4.5_0000191g0030,Nitab4.5_0000191g0030,Glycoside hydrolase
1.495615363,4.17871E-06,0.000160112,Nitab4.5_0000508g0140,Nitab4.5_0000508g0140,Nitab4.5_0000508g0140,DNA-binding WRKY
1.495551586,6.65976E-07,6.44545E-05,Nitab4.5_0000514g0060,Nitab4.5_0000514g0060,Nitab4.5_0000514g0060,Mpp10 protein
1.492661238,8.0946E-06,0.00024017,Nitab4.5_0001509g0030,Nitab4.5_0001509g0030,Nitab4.5_0001509g0030,Zinc finger
1.491996586,0.002168868,0.010376619,Nitab4.5_0000007g0270,Nitab4.5_0000007g0270,Nitab4.5_0000007g0270,Protein of unknown function DUF4228
1.49145031,1.22569E-05,0.000299216,Nitab4.5_0000844g0120,Nitab4.5_0000844g0120,Nitab4.5_0000844g0120,PPPDE putative peptidase domain
1.49100256,8.14403E-06,0.000240456,Nitab4.5_0000304g0150,Nitab4.5_0000304g0150,Nitab4.5_0000304g0150,AMP-dependent synthetase/ligase
1.490309119,0.007414925,0.027346144,Nitab4.5_0000030g0560,Nitab4.5_0000030g0560,Nitab4.5_0000030g0560,Zinc finger
1.489580512,4.2672E-06,0.000161662,Nitab4.5_0000351g0170,Nitab4.5_0000351g0170,Nitab4.5_0000351g0170,Btz domain
1.488718987,0.001554614,0.008030591,Nitab4.5_0002077g0140,Nitab4.5_0002077g0140,Nitab4.5_0002077g0140,Unknown
1.485598683,0.000250485,0.002085912,Nitab4.5_0000053g0040,Nitab4.5_0000053g0040,Nitab4.5_0000053g0040,Ribonuclease H-like domain
1.485046744,3.82695E-06,0.000152558,Nitab4.5_0001492g0080,Nitab4.5_0001492g0080,Nitab4.5_0001492g0080,Protein kinase-like domain
1.484264433,0.000337448,0.00258356,Nitab4.5_0001043g0030,Nitab4.5_0001043g0030,Nitab4.5_0001043g0030,UDP-glucuronosyl/UDP-glucosyltransferase
1.483216465,0.000110821,0.001182769,Nitab4.5_0001613g0010,Nitab4.5_0001613g0010,Nitab4.5_0001613g0010,Exonuclease
1.483006239,0.006484307,0.024595912,Nitab4.5_0000101g0390,Nitab4.5_0000101g0390,Nitab4.5_0000101g0390,Unknown
1.482739925,0.000194681,0.001755486,Nitab4.5_0000956g0110,Nitab4.5_0000956g0110,Nitab4.5_0000956g0110,Plant disease resistance response protein
1.482082725,5.07262E-05,0.00070879,Nitab4.5_0001323g0050,Nitab4.5_0001323g0050,Nitab4.5_0001323g0050,Unknown
1.480980635,6.88289E-06,0.00021828,Nitab4.5_0000288g0040,Nitab4.5_0000288g0040,Nitab4.5_0000288g0040,Leucine-rich repeat
1.480875254,7.00651E-05,0.000875358,Nitab4.5_0000102g0140,Nitab4.5_0000102g0140,Nitab4.5_0000102g0140,Thiamine biosynthesis protein ThiC
1.480125904,4.59654E-06,0.0001706,Nitab4.5_0000233g0080,Nitab4.5_0000233g0080,Nitab4.5_0000233g0080,Mlo-related protein
1.479162216,4.50052E-07,5.15658E-05,Nitab4.5_0003035g0030,Nitab4.5_0003035g0030,Nitab4.5_0003035g0030,Cytochrome P450
1.479133606,3.4256E-05,0.000548159,Nitab4.5_0001530g0070,Nitab4.5_0001530g0070,Nitab4.5_0001530g0070,Dehydrogenase
1.478324026,0.000112813,0.001197191,Nitab4.5_0001949g0070,Nitab4.5_0001949g0070,Nitab4.5_0001949g0070,Lipase
1.47743845,3.7426E-06,0.000150889,Nitab4.5_0000595g0090,Nitab4.5_0000595g0090,Nitab4.5_0000595g0090,C2 domain
1.47512269,1.2506E-05,0.00030215,Nitab4.5_0001772g0020,Nitab4.5_0001772g0020,Nitab4.5_0001772g0020,Lateral organ boundaries
1.472503901,0.00100678,0.005796694,Nitab4.5_0000787g0100,Nitab4.5_0000787g0100,Nitab4.5_0000787g0100,Unknown
1.471885681,2.93976E-05,0.000499127,Nitab4.5_0009514g0050,Nitab4.5_0009514g0050,Nitab4.5_0009514g0050,Domain of unknown function CP12
1.470667362,0.000279848,0.002254971,Nitab4.5_0000127g0020,Nitab4.5_0000127g0020,Nitab4.5_0000127g0020,Unknown
1.470409155,0.000109066,0.001170719,Nitab4.5_0004419g0010,Nitab4.5_0004419g0010,Nitab4.5_0004419g0010,START-like domain
1.468215704,0.000557468,0.003715789,Nitab4.5_0003281g0030,Nitab4.5_0003281g0030,Nitab4.5_0003281g0030,Uncharacterised protein family UPF0497
1.466761887,6.71893E-05,0.000849288,Nitab4.5_0006493g0020,Nitab4.5_0006493g0020,Nitab4.5_0006493g0020,Calmodulin binding protein-like
1.466174841,1.90937E-07,3.7469E-05,Nitab4.5_0000898g0030,Nitab4.5_0000898g0030,Nitab4.5_0000898g0030,Serine/threonine- / dual specificity protein kinase
1.464529514,1.33523E-05,0.000313249,Nitab4.5_0002781g0020,Nitab4.5_0002781g0020,Nitab4.5_0002781g0020,Unknown
1.462403297,3.29298E-06,0.000142638,Nitab4.5_0001696g0140,Nitab4.5_0001696g0140,Nitab4.5_0001696g0140,Rhodanese-like domain
1.460063457,2.43967E-05,0.000451796,Nitab4.5_0000008g0470,Nitab4.5_0000008g0470,Nitab4.5_0000008g0470,Protein of unknown function DUF674
1.45950079,1.08575E-05,0.000278603,Nitab4.5_0001194g0070,Nitab4.5_0001194g0070,Nitab4.5_0001194g0070,Unknown
1.458528399,0.03040629,0.086609034,Nitab4.5_0000068g0190,Nitab4.5_0000068g0190,Nitab4.5_0000068g0190,EF-hand domain pair
1.458344221,1.74763E-05,0.000368174,Nitab4.5_0002793g0080,Nitab4.5_0002793g0080,Nitab4.5_0002793g0080,Protein of unknown function DUF295
1.455735892,0.000187297,0.001704046,Nitab4.5_0000762g0010,Nitab4.5_0000762g0010,Nitab4.5_0000762g0010,Xyloglucan endotransglucosylase/hydrolase
1.454461575,2.00886E-06,0.000109605,Nitab4.5_0001251g0060,Nitab4.5_0001251g0060,Nitab4.5_0001251g0060,Ribosomal protein L14b/L23e
1.454445839,1.39516E-05,0.000322995,Nitab4.5_0002056g0070,Nitab4.5_0002056g0070,Nitab4.5_0002056g0070,Phloem protein 2-like
1.45390892,0.000310265,0.002435428,Nitab4.5_0000433g0150,Nitab4.5_0000433g0150,Nitab4.5_0000433g0150,Alpha crystallin/Hsp20 domain
1.451141715,1.1927E-05,0.000294601,Nitab4.5_0000496g0240,Nitab4.5_0000496g0240,Nitab4.5_0000496g0240,Cleft lip and palate transmembrane 1
1.450533628,0.024437441,0.07242936,Nitab4.5_0000130g0140,Nitab4.5_0000130g0140,Nitab4.5_0000130g0140,Non-haem dioxygenase N-terminal domain
1.449405968,0.029066781,0.083461841,Nitab4.5_0004361g0080,Nitab4.5_0004361g0080,Nitab4.5_0004361g0080,Unknown
1.44849813,0.000542845,0.003645006,Nitab4.5_0002586g0080,Nitab4.5_0002586g0080,Nitab4.5_0002586g0080,Haemerythrin/HHE cation-binding motif
1.448117733,1.07243E-06,7.93976E-05,Nitab4.5_0001160g0210,Nitab4.5_0001160g0210,Nitab4.5_0001160g0210,Mitochondrial inner membrane translocase subunit Tim17/Tim22/Tim23/peroxisomal protein PMP24
1.447854996,4.19942E-06,0.000160477,Nitab4.5_0000050g0110,Nitab4.5_0000050g0110,Nitab4.5_0000050g0110,EF-hand domain pair
1.447484732,0.000440305,0.003130344,Nitab4.5_0000465g0010,Nitab4.5_0000465g0010,Nitab4.5_0000465g0010,Heavy metal-associated domain
1.445011199,3.4195E-05,0.000547599,Nitab4.5_0000166g0130,Nitab4.5_0000166g0130,Nitab4.5_0000166g0130,Unknown
1.444790363,0.000111874,0.00118981,Nitab4.5_0001937g0030,Nitab4.5_0001937g0030,Nitab4.5_0001937g0030,C2 domain
1.444016099,7.26334E-05,0.000893615,Nitab4.5_0000381g0370,Nitab4.5_0000381g0370,Nitab4.5_0000381g0370,Phloem protein 2-like
1.443691373,3.11177E-05,0.00051751,Nitab4.5_0001840g0060,Nitab4.5_0001840g0060,Nitab4.5_0001840g0060,Iron/zinc purple acid phosphatase-like C-terminal domain
1.443332553,4.388E-06,0.00016458,Nitab4.5_0000442g0220,Nitab4.5_0000442g0220,Nitab4.5_0000442g0220,Protein of unknown function DUF3411
1.442491055,0.00026264,0.002159638,Nitab4.5_0002904g0100,Nitab4.5_0002904g0100,Nitab4.5_0002904g0100,Heat shock factor (HSF)-type
1.442207813,1.24309E-06,8.5403E-05,Nitab4.5_0001936g0040,Nitab4.5_0001936g0040,Nitab4.5_0001936g0040,Aromatic-ring hydroxylase-like
1.44106102,2.81171E-08,1.78415E-05,Nitab4.5_0000084g0290,Nitab4.5_0000084g0290,Nitab4.5_0000084g0290,Fibrillarin
1.44009164,0.000872339,0.005223296,Nitab4.5_0000319g0220,Nitab4.5_0000319g0220,Nitab4.5_0000319g0220,Alpha crystallin/Hsp20 domain
1.439217269,0.000122801,0.001272023,Nitab4.5_0000046g0180,Nitab4.5_0000046g0180,Nitab4.5_0000046g0180,Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain
1.439203739,5.0063E-06,0.000177819,Nitab4.5_0000023g0100,Nitab4.5_0000023g0100,Nitab4.5_0000023g0100,Zinc finger
1.439141273,7.14165E-05,0.000886176,Nitab4.5_0000103g0390,Nitab4.5_0000103g0390,Nitab4.5_0000103g0390,Unknown
1.438264847,4.02068E-05,0.000609259,Nitab4.5_0003234g0110,Nitab4.5_0003234g0110,Nitab4.5_0003234g0110,Basic-leucine zipper domain
1.438119888,0.000197702,0.001771488,Nitab4.5_0000900g0100,Nitab4.5_0000900g0100,Nitab4.5_0000900g0100,Bacterial transferase hexapeptide repeat
1.437603712,0.001926107,0.009468983,Nitab4.5_0000133g0010,Nitab4.5_0000133g0010,Nitab4.5_0000133g0010,Proton-dependent oligopeptide transporter family
1.437409878,0.00028778,0.002302658,Nitab4.5_0002694g0080,Nitab4.5_0002694g0080,Nitab4.5_0002694g0080,Unknown
1.4363482,2.22141E-06,0.000115759,Nitab4.5_0002602g0010,Nitab4.5_0002602g0010,Nitab4.5_0002602g0010,Sugar transporter
1.435759068,1.583E-07,3.49414E-05,Nitab4.5_0001618g0220,Nitab4.5_0001618g0220,Nitab4.5_0001618g0220,Unknown
1.435588598,9.55159E-06,0.000261469,Nitab4.5_0001929g0070,Nitab4.5_0001929g0070,Nitab4.5_0001929g0070,PLAT/LH2 domain
1.433308125,5.30429E-06,0.000183492,Nitab4.5_0001361g0220,Nitab4.5_0001361g0220,Nitab4.5_0001361g0220,Nucleotide-binding
1.432259917,0.004153994,0.017238663,Nitab4.5_0000496g0170,Nitab4.5_0000496g0170,Nitab4.5_0000496g0170,Transcription factor TGA like domain
1.429143906,5.96991E-06,0.000197988,Nitab4.5_0000008g0210,Nitab4.5_0000008g0210,Nitab4.5_0000008g0210,Rossmann-like alpha/beta/alpha sandwich fold
1.427671432,1.091E-06,8.00993E-05,Nitab4.5_0002514g0010,Nitab4.5_0002514g0010,Nitab4.5_0002514g0010,Unknown
1.426452637,0.015692716,0.05019119,Nitab4.5_0000568g0150,Nitab4.5_0000568g0150,Nitab4.5_0000568g0150,Unknown
1.425508261,7.56812E-08,2.51226E-05,Nitab4.5_0001498g0030,Nitab4.5_0001498g0030,Nitab4.5_0001498g0030,Nop domain
1.422608614,3.3571E-05,0.000540198,Nitab4.5_0000083g0140,Nitab4.5_0000083g0140,Nitab4.5_0000083g0140,Unknown
1.422541142,0.016928362,0.053456479,Nitab4.5_0000525g0080,Nitab4.5_0000525g0080,Nitab4.5_0000525g0080,Protein kinase domain
