Log-ratio,p-value,minFDR,Glyma Wm82.a2.v1,Gene,Measure,Description
1.715604305,4.55613E-05,0.001919879,Glyma.07G090000,Glyma.07G090000,Glyma.07G090000.Wm82.a2.v1,Eukaryotic aspartyl protease family protein
1.713412046,0.003723745,0.029241079,Glyma.16G085600,Glyma.16G085600,Glyma.16G085600.Wm82.a2.v1,Protein of unknown function (DUF506)
1.712557256,0.002085455,0.019816421,Glyma.03G263000,Glyma.03G263000,Glyma.03G263000.Wm82.a2.v1,RING/U-box superfamily protein
1.712468505,2.46121E-06,0.000480614,Glyma.07G254700,Glyma.07G254700,Glyma.07G254700.Wm82.a2.v1,UDP-glucosyl transferase 73B3
1.711579919,1.6381E-05,0.001117079,Glyma.07G046600,Glyma.07G046600,Glyma.07G046600.Wm82.a2.v1,
1.708438277,1.61843E-05,0.001110359,Glyma.04G237400,Glyma.04G237400,Glyma.04G237400.Wm82.a2.v1,cyclic nucleotide gated channel 1
1.706603825,0.000154788,0.003857253,Glyma.02G059100,Glyma.02G059100,Glyma.02G059100.Wm82.a2.v1,Protein of unknown function (DUF677)
1.706026316,4.88758E-06,0.000658418,Glyma.11G210000,Glyma.11G210000,Glyma.11G210000.Wm82.a2.v1,A20/AN1-like zinc finger family protein
1.702845573,3.50702E-07,0.000253013,Glyma.01G194500,Glyma.01G194500,Glyma.01G194500.Wm82.a2.v1,ADP-ribosylation factor-like A1C
1.701104462,0.000245686,0.005045523,Glyma.11G144600,Glyma.11G144600,Glyma.11G144600.Wm82.a2.v1,exocyst subunit exo70 family protein H7
1.701037824,0.000224,0.004762455,Glyma.01G203500,Glyma.01G203500,Glyma.01G203500.Wm82.a2.v1,Protein kinase superfamily protein
1.700417042,1.67333E-07,0.000198663,Glyma.20G132400,Glyma.20G132400,Glyma.20G132400.Wm82.a2.v1,Leucine-rich repeat (LRR) family protein
1.698693275,0.001570689,0.016371262,Glyma.20G091300,Glyma.20G091300,Glyma.20G091300.Wm82.a2.v1,Low temperature and salt responsive protein family
1.698145112,0.002666993,0.023366615,Glyma.18G026800,Glyma.18G026800,Glyma.18G026800.Wm82.a2.v1,CRINKLY4 related 3
1.69729495,0.003288589,0.026812,Glyma.15G202600,Glyma.15G202600,Glyma.15G202600.Wm82.a2.v1,
1.694937944,0.001187114,0.013605445,Glyma.04G226700,Glyma.04G226700,Glyma.04G226700.Wm82.a2.v1,
1.694571018,6.44878E-07,0.000306827,Glyma.19G229700,Glyma.19G229700,Glyma.19G229700.Wm82.a2.v1,Chaperone DnaJ-domain superfamily protein
1.692530274,1.88765E-05,0.001188669,Glyma.19G133000,Glyma.19G133000,Glyma.19G133000.Wm82.a2.v1,calmodulin binding
1.692286968,0.001466235,0.015676013,Glyma.13G338400,Glyma.13G338400,Glyma.13G338400.Wm82.a2.v1,RING-H2 finger C2A
1.6920546,0.00096288,0.012005152,Glyma.07G139800,Glyma.07G139800,Glyma.07G139800.Wm82.a2.v1,glutathione S-transferase TAU 8
1.690943003,0.003259739,0.02664656,Glyma.01G086700,Glyma.01G086700,Glyma.01G086700.Wm82.a2.v1,myb-like transcription factor family protein
1.689707994,0.000366638,0.006409198,Glyma.08G201300,Glyma.08G201300,Glyma.08G201300.Wm82.a2.v1,
1.688061237,2.39614E-05,0.001351612,Glyma.08G081700,Glyma.08G081700,Glyma.08G081700.Wm82.a2.v1,
1.68511939,8.40411E-05,0.002682231,Glyma.09G143800,Glyma.09G143800,Glyma.09G143800.Wm82.a2.v1,RHOMBOID-like 2
1.684012771,9.90188E-05,0.002948676,Glyma.09G207400,Glyma.09G207400,Glyma.09G207400.Wm82.a2.v1,Transcription factor jumonji (jmj) family protein / zinc finger (C5HC2 type) family protein
1.683791637,5.26724E-06,0.000684913,Glyma.13G176300,Glyma.13G176300,Glyma.13G176300.Wm82.a2.v1,HSP20-like chaperones superfamily protein
1.683347106,7.37601E-05,0.002496453,Glyma.11G239200,Glyma.11G239200,Glyma.11G239200.Wm82.a2.v1,related to AP2 4
1.68150115,1.50208E-06,0.000405927,Glyma.18G096500,Glyma.18G096500,Glyma.18G096500.Wm82.a2.v1,calmodulin-domain protein kinase 9
1.681332424,0.000299166,0.005675848,Glyma.13G050300,Glyma.13G050300,Glyma.13G050300.Wm82.a2.v1,CONSTANS-like 2
1.679707766,6.12089E-05,0.002242393,Glyma.06G175100,Glyma.06G175100,Glyma.06G175100.Wm82.a2.v1,Leucine-rich repeat protein kinase family protein
1.67899394,7.97484E-05,0.002610076,Glyma.17G226500,Glyma.17G226500,Glyma.17G226500.Wm82.a2.v1,
1.678084612,1.34227E-06,0.000396087,Glyma.13G222400,Glyma.13G222400,Glyma.13G222400.Wm82.a2.v1,eukaryotic translation initiation factor 4E
1.677787066,0.000330466,0.006027887,Glyma.12G236500,Glyma.12G236500,Glyma.12G236500.Wm82.a2.v1,NB-ARC domain-containing disease resistance protein
1.677013598,8.71182E-05,0.002745715,Glyma.18G141500,Glyma.18G141500,Glyma.18G141500.Wm82.a2.v1,cysteine-rich RLK (RECEPTOR-like protein kinase) 2
1.676692337,4.45437E-05,0.001898409,Glyma.11G019900,Glyma.11G019900,Glyma.11G019900.Wm82.a2.v1,cation/H+ exchanger 18
1.672923565,1.04585E-05,0.000897174,Glyma.10G106400,Glyma.10G106400,Glyma.10G106400.Wm82.a2.v1,Calcium-binding EF-hand family protein
1.668913364,1.92163E-05,0.00120062,Glyma.13G253400,Glyma.13G253400,Glyma.13G253400.Wm82.a2.v1,
1.665212572,0.000209867,0.004577936,Glyma.13G053700,Glyma.13G053700,Glyma.13G053700.Wm82.a2.v1,Malectin/receptor-like protein kinase family protein
1.663975477,1.34811E-05,0.001020995,Glyma.06G186300,Glyma.06G186300,Glyma.06G186300.Wm82.a2.v1,aldehyde dehydrogenase 10A8
1.662855625,3.69323E-05,0.00172056,Glyma.05G082200,Glyma.05G082200,Glyma.05G082200.Wm82.a2.v1,Disease resistance protein (CC-NBS-LRR class) family
1.658955336,0.001462707,0.015653756,Glyma.19G147200,Glyma.19G147200,Glyma.19G147200.Wm82.a2.v1,Late Embryogenesis Abundant 4-5
1.658688888,0.006688611,0.043435878,Glyma.14G023000,Glyma.14G023000,Glyma.14G023000.Wm82.a2.v1,geranylgeranyl reductase
1.656969488,0.000224501,0.004770839,Glyma.20G102300,Glyma.20G102300,Glyma.20G102300.Wm82.a2.v1,GRAM domain-containing protein / ABA-responsive protein-related
1.649047136,0.00015838,0.003899142,Glyma.04G190400,Glyma.04G190400,Glyma.04G190400.Wm82.a2.v1,Leucine-rich repeat protein kinase family protein
1.647101641,4.25747E-05,0.001849658,Glyma.04G034500,Glyma.04G034500,Glyma.04G034500.Wm82.a2.v1,RING/U-box superfamily protein
1.646780014,1.65296E-05,0.001117079,Glyma.01G127200,Glyma.01G127200,Glyma.01G127200.Wm82.a2.v1,Disease resistance-responsive (dirigent-like protein) family protein
1.645965934,0.005196452,0.036579169,Glyma.13G065200,Glyma.13G065200,Glyma.13G065200.Wm82.a2.v1,
1.64558363,0.000107613,0.00308493,Glyma.06G153600,Glyma.06G153600,Glyma.06G153600.Wm82.a2.v1,golgi nucleotide sugar transporter 1
1.644018769,9.04171E-06,0.000844556,Glyma.17G239700,Glyma.17G239700,Glyma.17G239700.Wm82.a2.v1,long-chain base1
1.642906666,0.000688654,0.00969234,Glyma.17G202600,Glyma.17G202600,Glyma.17G202600.Wm82.a2.v1,Protein of unknown function (DUF581)
1.642899871,0.000315054,0.005854414,Glyma.10G106600,Glyma.10G106600,Glyma.10G106600.Wm82.a2.v1,Glycosyl hydrolase family protein
1.642805099,4.31983E-05,0.001861343,Glyma.15G115300,Glyma.15G115300,Glyma.15G115300.Wm82.a2.v1,Cystatin/monellin superfamily protein
1.642774165,0.000349814,0.006235681,Glyma.01G074500,Glyma.01G074500,Glyma.01G074500.Wm82.a2.v1,Phosphoglycerate mutase family protein
1.64193356,0.004263333,0.031968721,Glyma.17G066500,Glyma.17G066500,Glyma.17G066500.Wm82.a2.v1,Deoxyxylulose-5-phosphate synthase
1.640870199,0.003276462,0.026737881,Glyma.12G148300,Glyma.12G148300,Glyma.12G148300.Wm82.a2.v1,
1.63920188,9.01262E-06,0.000843244,Glyma.02G303800,Glyma.02G303800,Glyma.02G303800.Wm82.a2.v1,"nuclear factor Y, subunit A9"
1.63770318,6.91155E-05,0.00240292,Glyma.17G021800,Glyma.17G021800,Glyma.17G021800.Wm82.a2.v1,Deoxyxylulose-5-phosphate synthase
1.636996508,0.000376618,0.006530688,Glyma.12G240000,Glyma.12G240000,Glyma.12G240000.Wm82.a2.v1,beta glucosidase 13
1.63682723,6.44461E-06,0.000727376,Glyma.04G023800,Glyma.04G023800,Glyma.04G023800.Wm82.a2.v1,Protein of unknown function (DUF668)
1.636688232,0.003168598,0.026148714,Glyma.05G187100,Glyma.05G187100,Glyma.05G187100.Wm82.a2.v1,
1.63548255,1.63904E-07,0.000198663,Glyma.05G066800,Glyma.05G066800,Glyma.05G066800.Wm82.a2.v1,calcineurin B-like protein 9
1.63475354,0.001797117,0.017946828,Glyma.20G009000,Glyma.20G009000,Glyma.20G009000.Wm82.a2.v1,
1.634752512,1.42348E-06,0.000405927,Glyma.17G167800,Glyma.17G167800,Glyma.17G167800.Wm82.a2.v1,SKP1/ASK1-interacting protein 2
1.634549856,3.61164E-07,0.000253013,Glyma.19G244500,Glyma.19G244500,Glyma.19G244500.Wm82.a2.v1,calcium-binding EF hand family protein
1.633623064,0.001116092,0.013117134,Glyma.16G065700,Glyma.16G065700,Glyma.16G065700.Wm82.a2.v1,Leucine-rich repeat receptor-like protein kinase family protein
1.633179069,0.0002196,0.004699396,Glyma.20G138500,Glyma.20G138500,Glyma.20G138500.Wm82.a2.v1,cysteine-rich RLK (RECEPTOR-like protein kinase) 29
1.631884597,0.000311908,0.005811361,Glyma.04G230500,Glyma.04G230500,Glyma.04G230500.Wm82.a2.v1,Leucine-rich repeat protein kinase family protein
1.630785942,0.000514059,0.007993874,Glyma.U037600,Glyma.U037600,Glyma.U037600.Wm82.a2.v1,disease resistance family protein / LRR family protein
1.630232811,0.008252766,0.050188642,Glyma.U021900,Glyma.U021900,Glyma.U021900.Wm82.a2.v1,
1.629111528,0.002979626,0.025180144,Glyma.11G137300,Glyma.11G137300,Glyma.11G137300.Wm82.a2.v1,zinc finger (C3HC4-type RING finger) family protein
1.626816392,2.83839E-05,0.001479503,Glyma.16G178200,Glyma.16G178200,Glyma.16G178200.Wm82.a2.v1,Heavy metal transport/detoxification superfamily protein
1.62672025,0.001424221,0.01536147,Glyma.14G056800,Glyma.14G056800,Glyma.14G056800.Wm82.a2.v1,ferritin 4
1.623604536,0.00015097,0.003804382,Glyma.07G248700,Glyma.07G248700,Glyma.07G248700.Wm82.a2.v1,Mitochondrial substrate carrier family protein
1.622600317,4.94844E-07,0.000303081,Glyma.13G144400,Glyma.13G144400,Glyma.13G144400.Wm82.a2.v1,Protein kinase superfamily protein
1.621690035,0.000844786,0.011033598,Glyma.03G213300,Glyma.03G213300,Glyma.03G213300.Wm82.a2.v1,TSPO(outer membrane tryptophan-rich sensory protein)-related
1.620918244,0.003067954,0.025662745,Glyma.07G094000,Glyma.07G094000,Glyma.07G094000.Wm82.a2.v1,ATP-binding cassette A2
1.620551467,0.000761986,0.010308276,Glyma.01G183100,Glyma.01G183100,Glyma.01G183100.Wm82.a2.v1,SKU5  similar 17
1.619953156,5.56765E-06,0.000699168,Glyma.08G325900,Glyma.08G325900,Glyma.08G325900.Wm82.a2.v1,scarecrow-like 5
1.619622946,0.000126761,0.003399145,Glyma.08G345300,Glyma.08G345300,Glyma.08G345300.Wm82.a2.v1,RAB GTPase homolog A5B
1.619474173,2.24821E-06,0.000457819,Glyma.05G085200,Glyma.05G085200,Glyma.05G085200.Wm82.a2.v1,Calcium-binding EF-hand family protein
1.61688292,0.007065755,0.045117145,Glyma.07G086400,Glyma.07G086400,Glyma.07G086400.Wm82.a2.v1,heat shock transcription factor  C1
1.613830447,1.01704E-06,0.000360435,Glyma.09G086800,Glyma.09G086800,Glyma.09G086800.Wm82.a2.v1,endoplasmic reticulum oxidoreductins 2
1.613594055,1.29997E-05,0.001010339,Glyma.07G035800,Glyma.07G035800,Glyma.07G035800.Wm82.a2.v1,
1.612317502,8.41608E-06,0.000818831,Glyma.18G259000,Glyma.18G259000,Glyma.18G259000.Wm82.a2.v1,Protein of unknown function (DUF1666)
1.611654401,5.14397E-05,0.002056711,Glyma.17G056900,Glyma.17G056900,Glyma.17G056900.Wm82.a2.v1,Protein kinase superfamily protein
1.611407399,0.001453818,0.015583684,Glyma.05G132900,Glyma.05G132900,Glyma.05G132900.Wm82.a2.v1,copper-exporting ATPase / responsive-to-antagonist 1 / copper-transporting ATPase (RAN1)
1.610713243,5.22736E-05,0.002069097,Glyma.20G112900,Glyma.20G112900,Glyma.20G112900.Wm82.a2.v1,Major facilitator superfamily protein
1.61054033,0.005439962,0.037746348,Glyma.10G277800,Glyma.10G277800,Glyma.10G277800.Wm82.a2.v1,Duplicated homeodomain-like superfamily protein
1.610040426,0.00503325,0.035747491,Glyma.14G195200,Glyma.14G195200,Glyma.14G195200.Wm82.a2.v1,Protein phosphatase 2C family protein
1.608792335,6.14052E-07,0.000306827,Glyma.19G229400,Glyma.19G229400,Glyma.19G229400.Wm82.a2.v1,Calmodulin-binding protein
1.605213642,3.95716E-05,0.001785626,Glyma.17G245600,Glyma.17G245600,Glyma.17G245600.Wm82.a2.v1,ADR1-like 1
1.604987383,8.9188E-05,0.002780006,Glyma.07G062600,Glyma.07G062600,Glyma.07G062600.Wm82.a2.v1,Reticulon family protein
1.604431391,0.005843423,0.039485362,Glyma.02G296600,Glyma.02G296600,Glyma.02G296600.Wm82.a2.v1,salt-inducible zinc finger 1
1.603984296,1.662E-05,0.001117079,Glyma.17G226600,Glyma.17G226600,Glyma.17G226600.Wm82.a2.v1,Chalcone-flavanone isomerase family protein
1.602264881,9.90298E-06,0.000871276,Glyma.05G023100,Glyma.05G023100,Glyma.05G023100.Wm82.a2.v1,soluble N-ethylmaleimide-sensitive factor adaptor protein 33
1.601221018,0.000161464,0.003928262,Glyma.13G295400,Glyma.13G295400,Glyma.13G295400.Wm82.a2.v1,squamosa promoter binding protein-like 4
1.600647449,0.005180934,0.036507803,Glyma.12G073100,Glyma.12G073100,Glyma.12G073100.Wm82.a2.v1,ascorbate peroxidase 1
1.600583136,9.44858E-05,0.002877914,Glyma.19G184100,Glyma.19G184100,Glyma.19G184100.Wm82.a2.v1,Heavy metal transport/detoxification superfamily protein
1.60020256,0.002664982,0.023366214,Glyma.13G035100,Glyma.13G035100,Glyma.13G035100.Wm82.a2.v1,Calcium-binding EF-hand family protein
1.599677444,0.001161388,0.013432037,Glyma.04G121000,Glyma.04G121000,Glyma.04G121000.Wm82.a2.v1,DERLIN-1
1.599385053,0.000225022,0.004776943,Glyma.20G158500,Glyma.20G158500,Glyma.20G158500.Wm82.a2.v1,CAP160 protein
1.598413706,0.000528774,0.008132447,Glyma.02G269600,Glyma.02G269600,Glyma.02G269600.Wm82.a2.v1,Protein kinase superfamily protein
1.595182776,1.66434E-05,0.001117079,Glyma.08G366100,Glyma.08G366100,Glyma.08G366100.Wm82.a2.v1,
1.595167339,0.000169905,0.004051012,Glyma.02G195500,Glyma.02G195500,Glyma.02G195500.Wm82.a2.v1,RNA helicase family protein
1.595072031,6.59755E-07,0.000306827,Glyma.18G025100,Glyma.18G025100,Glyma.18G025100.Wm82.a2.v1,Leucine-rich repeat protein kinase family protein
1.594596982,0.002814472,0.024188661,Glyma.03G196300,Glyma.03G196300,Glyma.03G196300.Wm82.a2.v1,
1.594500929,0.000115233,0.003220198,Glyma.18G190200,Glyma.18G190200,Glyma.18G190200.Wm82.a2.v1,glutathione S-transferase TAU 8
1.594171166,0.000442322,0.007242045,Glyma.19G211600,Glyma.19G211600,Glyma.19G211600.Wm82.a2.v1,senescence-associated gene 21
1.592267036,0.000117022,0.003243988,Glyma.13G215000,Glyma.13G215000,Glyma.13G215000.Wm82.a2.v1,beta-amylase 3
1.591832578,0.00041623,0.006977919,Glyma.02G009800,Glyma.02G009800,Glyma.02G009800.Wm82.a2.v1,myb domain protein 2
1.591639638,0.003522873,0.028120417,Glyma.06G136300,Glyma.06G136300,Glyma.06G136300.Wm82.a2.v1,
1.591368079,0.000128707,0.003418596,Glyma.07G174100,Glyma.07G174100,Glyma.07G174100.Wm82.a2.v1,Protein of unknown function (DUF1423)
1.59076643,0.000281364,0.005470089,Glyma.18G078600,Glyma.18G078600,Glyma.18G078600.Wm82.a2.v1,zinc transporter 11 precursor
1.589496017,0.002145377,0.020238256,Glyma.19G055100,Glyma.19G055100,Glyma.19G055100.Wm82.a2.v1,PQ-loop repeat family protein / transmembrane family protein
1.587630749,0.0023542,0.021477911,Glyma.17G236900,Glyma.17G236900,Glyma.17G236900.Wm82.a2.v1,Syntaxin/t-SNARE family protein
1.586225271,0.002270558,0.020988152,Glyma.03G144400,Glyma.03G144400,Glyma.03G144400.Wm82.a2.v1,Late Embryogenesis Abundant 4-5
1.585495532,0.00047255,0.007571833,Glyma.20G008300,Glyma.20G008300,Glyma.20G008300.Wm82.a2.v1,
1.585192353,3.66754E-05,0.001712863,Glyma.18G289600,Glyma.18G289600,Glyma.18G289600.Wm82.a2.v1,heat shock cognate protein 70-1
1.585099794,0.000324166,0.005960485,Glyma.11G129800,Glyma.11G129800,Glyma.11G129800.Wm82.a2.v1,beta glucosidase 13
1.583316445,0.000559241,0.00844573,Glyma.20G152000,Glyma.20G152000,Glyma.20G152000.Wm82.a2.v1,glycosyltransferase 18
1.58281213,0.005181341,0.036507803,Glyma.01G037200,Glyma.01G037200,Glyma.01G037200.Wm82.a2.v1,Matrixin family protein
1.582692146,0.008659105,0.051902766,Glyma.18G280900,Glyma.18G280900,Glyma.18G280900.Wm82.a2.v1,allene oxide cyclase 4
1.581555128,0.001044248,0.012634681,Glyma.07G139300,Glyma.07G139300,Glyma.07G139300.Wm82.a2.v1,
1.580884933,0.000621328,0.009028183,Glyma.01G208800,Glyma.01G208800,Glyma.01G208800.Wm82.a2.v1,Matrixin family protein
1.577479929,0.001137707,0.013261578,Glyma.01G225000,Glyma.01G225000,Glyma.01G225000.Wm82.a2.v1,Integrase-type DNA-binding superfamily protein
1.575619221,0.001556831,0.016302508,Glyma.08G220000,Glyma.08G220000,Glyma.08G220000.Wm82.a2.v1,Chaperone DnaJ-domain superfamily protein
1.572651327,0.000207533,0.004554021,Glyma.06G162400,Glyma.06G162400,Glyma.06G162400.Wm82.a2.v1,
1.572002411,1.4206E-05,0.001053124,Glyma.01G010500,Glyma.01G010500,Glyma.01G010500.Wm82.a2.v1,NB-ARC domain-containing disease resistance protein
1.569965601,0.002241207,0.020823314,Glyma.13G085900,Glyma.13G085900,Glyma.13G085900.Wm82.a2.v1,
1.569326282,7.07421E-05,0.002438297,Glyma.08G284100,Glyma.08G284100,Glyma.08G284100.Wm82.a2.v1,cysteine-rich RLK (RECEPTOR-like protein kinase) 3
1.567485511,0.000684789,0.009656075,Glyma.06G045900,Glyma.06G045900,Glyma.06G045900.Wm82.a2.v1,ARM repeat superfamily protein
1.567358613,0.004854225,0.034887172,Glyma.14G070200,Glyma.14G070200,Glyma.14G070200.Wm82.a2.v1,
1.567087889,6.36786E-07,0.000306827,Glyma.14G179800,Glyma.14G179800,Glyma.14G179800.Wm82.a2.v1,
1.566630602,4.16002E-05,0.001827146,Glyma.10G259400,Glyma.10G259400,Glyma.10G259400.Wm82.a2.v1,Protein phosphatase 2C family protein
1.566461205,0.001460275,0.01563317,Glyma.15G263600,Glyma.15G263600,Glyma.15G263600.Wm82.a2.v1,Plant protein of unknown function (DUF946)
1.564493537,0.000126322,0.003397121,Glyma.17G216500,Glyma.17G216500,Glyma.17G216500.Wm82.a2.v1,Plant protein of unknown function (DUF868)
1.564067841,1.73026E-05,0.001132837,Glyma.01G212100,Glyma.01G212100,Glyma.01G212100.Wm82.a2.v1,Protein of unknown function (DUF1442)
1.559899807,0.000296673,0.005653437,Glyma.12G015700,Glyma.12G015700,Glyma.12G015700.Wm82.a2.v1,AIG2-like (avirulence induced gene) family protein
1.55985032,0.000650391,0.009324116,Glyma.08G262400,Glyma.08G262400,Glyma.08G262400.Wm82.a2.v1,CLAVATA3/ESR-RELATED 27
1.558679081,0.006367322,0.041937974,Glyma.10G090700,Glyma.10G090700,Glyma.10G090700.Wm82.a2.v1,polyamine oxidase 1
1.55739969,0.006171546,0.041053781,Glyma.03G130900,Glyma.03G130900,Glyma.03G130900.Wm82.a2.v1,Patatin-like phospholipase family protein
1.557304621,0.000349686,0.006235377,Glyma.17G093900,Glyma.17G093900,Glyma.17G093900.Wm82.a2.v1,response regulator 5
1.551903605,0.006083594,0.040627853,Glyma.17G043900,Glyma.17G043900,Glyma.17G043900.Wm82.a2.v1,RING/U-box superfamily protein
1.551384032,0.000115569,0.003225586,Glyma.14G080200,Glyma.14G080200,Glyma.14G080200.Wm82.a2.v1,Protein of unknown function (DUF1645)
1.551270723,0.000481589,0.007643784,Glyma.18G182000,Glyma.18G182000,Glyma.18G182000.Wm82.a2.v1,Oxysterol-binding family protein
1.550565064,0.000119263,0.003284521,Glyma.06G068000,Glyma.06G068000,Glyma.06G068000.Wm82.a2.v1,
1.550554514,0.010488924,0.059229859,Glyma.04G202300,Glyma.04G202300,Glyma.04G202300.Wm82.a2.v1,Rubredoxin-like superfamily protein
1.550440788,1.9565E-05,0.001210264,Glyma.06G184300,Glyma.06G184300,Glyma.06G184300.Wm82.a2.v1,
1.549881123,6.09497E-05,0.002239911,Glyma.11G026300,Glyma.11G026300,Glyma.11G026300.Wm82.a2.v1,MATE efflux family protein
1.548385024,6.0672E-05,0.002234099,Glyma.07G188900,Glyma.07G188900,Glyma.07G188900.Wm82.a2.v1,PLAC8 family protein
1.547233105,0.000882103,0.011312719,Glyma.01G212500,Glyma.01G212500,Glyma.01G212500.Wm82.a2.v1,
1.546825126,0.000226494,0.004793229,Glyma.18G293600,Glyma.18G293600,Glyma.18G293600.Wm82.a2.v1,
1.545871735,0.00193678,0.018903679,Glyma.10G261200,Glyma.10G261200,Glyma.10G261200.Wm82.a2.v1,Plant basic secretory protein (BSP) family protein
1.545118809,7.66419E-05,0.002554072,Glyma.14G188500,Glyma.14G188500,Glyma.14G188500.Wm82.a2.v1,
1.544952869,3.73E-06,0.000604575,Glyma.19G141600,Glyma.19G141600,Glyma.19G141600.Wm82.a2.v1,
1.544063866,0.000816848,0.010820003,Glyma.13G068800,Glyma.13G068800,Glyma.13G068800.Wm82.a2.v1,"cytochrome P450, family 82, subfamily C, polypeptide 4"
1.543941021,8.2039E-05,0.002646975,Glyma.02G296500,Glyma.02G296500,Glyma.02G296500.Wm82.a2.v1,RmlC-like cupins superfamily protein
1.543537617,5.48338E-06,0.000698434,Glyma.18G040400,Glyma.18G040400,Glyma.18G040400.Wm82.a2.v1,ALWAYS EARLY 4
1.542313337,0.000110331,0.003133125,Glyma.10G009100,Glyma.10G009100,Glyma.10G009100.Wm82.a2.v1,Protein kinase superfamily protein
1.540747881,3.41944E-05,0.001640682,Glyma.07G143200,Glyma.07G143200,Glyma.07G143200.Wm82.a2.v1,Werner syndrome-like exonuclease
1.540728331,0.000126412,0.003397897,Glyma.07G067500,Glyma.07G067500,Glyma.07G067500.Wm82.a2.v1,Protein of unknown function (DUF604)
1.540537834,0.000161993,0.003930603,Glyma.11G234300,Glyma.11G234300,Glyma.11G234300.Wm82.a2.v1,senescence associated gene 20
1.540430039,0.000101498,0.002993517,Glyma.09G054900,Glyma.09G054900,Glyma.09G054900.Wm82.a2.v1,Ankyrin repeat family protein
1.539543092,0.000484073,0.007665832,Glyma.01G014000,Glyma.01G014000,Glyma.01G014000.Wm82.a2.v1,cellulose synthase-like D3
1.539181948,0.000154344,0.003851311,Glyma.10G009800,Glyma.10G009800,Glyma.10G009800.Wm82.a2.v1,Protein phosphatase 2C family protein
1.539088488,3.17815E-05,0.001581848,Glyma.17G175400,Glyma.17G175400,Glyma.17G175400.Wm82.a2.v1,Calcium-binding EF-hand family protein
1.538240075,0.002787991,0.024014465,Glyma.08G342100,Glyma.08G342100,Glyma.08G342100.Wm82.a2.v1,kunitz trypsin inhibitor 1
1.538166046,9.87805E-07,0.000357165,Glyma.08G165700,Glyma.08G165700,Glyma.08G165700.Wm82.a2.v1,"nuclear factor Y, subunit C2"
1.538013458,4.02543E-06,0.000621491,Glyma.13G176400,Glyma.13G176400,Glyma.13G176400.Wm82.a2.v1,polyubiquitin 10
1.53800258,0.002853031,0.024374283,Glyma.18G273100,Glyma.18G273100,Glyma.18G273100.Wm82.a2.v1,Malectin/receptor-like protein kinase family protein
1.537993431,8.71151E-07,0.00034123,Glyma.14G179100,Glyma.14G179100,Glyma.14G179100.Wm82.a2.v1,Target SNARE coiled-coil domain protein
1.537817478,8.15262E-06,0.000805823,Glyma.02G037100,Glyma.02G037100,Glyma.02G037100.Wm82.a2.v1,cysteine-rich RLK (RECEPTOR-like protein kinase) 2
1.537355185,3.52074E-05,0.001672881,Glyma.10G018400,Glyma.10G018400,Glyma.10G018400.Wm82.a2.v1,NAD(P)-binding Rossmann-fold superfamily protein
1.537220262,0.00031702,0.005867584,Glyma.07G046400,Glyma.07G046400,Glyma.07G046400.Wm82.a2.v1,RING/U-box superfamily protein
1.536002398,2.98591E-05,0.001525404,Glyma.13G158000,Glyma.13G158000,Glyma.13G158000.Wm82.a2.v1,Glycosyl hydrolase superfamily protein
1.534047365,5.43073E-05,0.002112143,Glyma.04G121100,Glyma.04G121100,Glyma.04G121100.Wm82.a2.v1,U-box domain-containing protein kinase family protein
1.532411337,0.00010652,0.003078809,Glyma.13G218200,Glyma.13G218200,Glyma.13G218200.Wm82.a2.v1,gibberellin 2-oxidase
1.531625599,7.28967E-05,0.002483429,Glyma.17G096500,Glyma.17G096500,Glyma.17G096500.Wm82.a2.v1,Leucine-rich repeat protein kinase family protein
1.531505942,0.001988811,0.019262191,Glyma.04G082900,Glyma.04G082900,Glyma.04G082900.Wm82.a2.v1,casein kinase I-like 3
1.531158805,1.02797E-05,0.000889069,Glyma.07G195400,Glyma.07G195400,Glyma.07G195400.Wm82.a2.v1,RING/U-box superfamily protein
1.531155109,0.003481974,0.0278737,Glyma.18G241800,Glyma.18G241800,Glyma.18G241800.Wm82.a2.v1,Tyrosine phosphatase family protein
1.530145407,0.000155558,0.003867822,Glyma.19G140800,Glyma.19G140800,Glyma.19G140800.Wm82.a2.v1,calcium-dependent protein kinase 19
1.529365778,0.000364387,0.006389778,Glyma.01G205800,Glyma.01G205800,Glyma.01G205800.Wm82.a2.v1,
1.526851773,6.73961E-06,0.000749434,Glyma.13G323400,Glyma.13G323400,Glyma.13G323400.Wm82.a2.v1,phosphatidate cytidylyltransferase family protein
1.525413275,0.001160301,0.013429967,Glyma.10G257900,Glyma.10G257900,Glyma.10G257900.Wm82.a2.v1,zinc-finger protein 1
1.524891511,0.004296041,0.032136585,Glyma.14G171800,Glyma.14G171800,Glyma.14G171800.Wm82.a2.v1,tetratricopeptide repeat (TPR)-containing protein
1.524692774,9.45528E-05,0.002878392,Glyma.18G209900,Glyma.18G209900,Glyma.18G209900.Wm82.a2.v1,Protein of unknown function (DUF567)
1.522975206,0.001123309,0.013162187,Glyma.13G282400,Glyma.13G282400,Glyma.13G282400.Wm82.a2.v1,Wound-responsive family protein
1.522083998,0.000108407,0.003097182,Glyma.06G036300,Glyma.06G036300,Glyma.06G036300.Wm82.a2.v1,Serine protease inhibitor (SERPIN) family protein
1.52155453,7.85191E-06,0.000794834,Glyma.06G191300,Glyma.06G191300,Glyma.06G191300.Wm82.a2.v1,ATP-binding cassette A2
